group_id,confidence
1,0.6959942016475784
2,-0.10092757876285904
3,0.19960477006252114
4,0.5098447342197234
5,0.3853283821077078
6,0.3853283821077078
7,0.08293839968521527
8,0.16666458564942038
9,0.21120636699566375
10,0.4309595793051777
11,0.38394779479918817
12,0.4942208067359008
13,0.4942208067359008
14,0.04636811079031557
15,0.3196435662413591
16,0.1329255206150871
17,0.6144378223710901
18,0.6144378223710901
19,0.11912005040999732
20,0.7453688882538176
21,0.6586868667467394
22,-0.03609526254808346
23,0.3845303566519218
24,0.1298214787574402
25,-0.3513741360600229
26,0.8428178670182476
27,0.6265772017341669
28,0.2252055791205675
29,-0.10215233475113793
30,0.4225130632475668
31,0.4225130632475668
32,0.3468030725456469
33,0.40802141759585914
34,0.40802141759585914
35,0.01118032531702931
36,0.7701837918471665
37,-0.030436462535623893
38,0.3016227645142663
39,0.26149213731948995
40,0.38549492280360015
41,0.27035453259522
42,0.5444066541437094
43,0.4015715645459187
44,0.6340839899814563
45,0.4161712784660172
46,0.4161712784660172
47,0.2056577884177433
48,0.2056577884177433
49,0.39557044822367926
50,-0.14661309173640488
51,0.38855149412293494
52,0.8144912453331341
53,0.8562577109055078
54,-0.06202527658848028
55,0.15758035353712102
56,0.581994018141705
57,0.581994018141705
58,0.18072502936621532
59,-0.11751912498368661
60,0.6720867564469416
61,-0.04326617510541666
62,0.9030986415672697
63,0.5533444451882961
64,0.09532020341940954
65,-0.11573794622372341
66,-0.03457981158956974
67,0.6187407313783633
68,0.3594332901445746
69,0.26224926958974376
70,0.6487548219970691
71,0.7742324844522994
72,-0.1395325035462922
73,0.7961727559796826
74,0.44939859347071076
75,-0.21830330396846276
76,0.05348288676295767
77,0.5820166518612198
78,0.40476593343314876
79,0.05815927159517134
80,0.7830455531716877
81,0.4649455203823286
82,0.40757066290111127
83,0.6428399502163468
84,0.2295853515891736
85,0.7599383005075069
86,0.21930455683043637
87,0.13419072567816365
88,0.05079007830336582
89,0.05079007830336582
90,0.2489114883469265
91,0.2721930536141942
92,0.45967243758313775
93,0.5779247195369043
94,0.18986556343434297
95,0.4784766303443183
96,0.3848370065366829
97,0.41901790476661405
98,-0.04931565320019829
99,0.3092460120765368
100,0.5601496935688812
101,0.2333421170836477
102,0.2571801729358971
103,0.3571079268761278
104,0.5633680985086269
105,0.5517237020179618
106,0.595608301585789
107,0.6620787251802108
108,0.7418862700971007
109,-0.21602462878589215
110,0.15486233386084114
111,0.6928473371204527
112,0.6106810358715384
113,0.33846126153801176
114,0.02801866910273832
115,0.45311140979268955
116,0.5948681815967103
117,0.04876551566797195
118,0.8603614051269666
119,-0.007997567881334837
120,0.6333170634624681
121,0.1098047085157656
122,0.7734975927464266
123,0.7842839166187244
124,0.5902841760236233
125,0.5902841760236233
126,0.15209979019954378
127,0.7813836704411082
128,0.3845677767807228
129,0.6673817186649035
130,0.3720956461019831
131,0.5644578977184627
132,0.3929503180581507
133,0.18900168533016687
134,0.5765435044730849
135,0.43133178333113176
136,0.09472398955674383
137,0.6678662927610358
138,0.3705966866969339
139,0.9174629489993709
140,0.7414274498331603
141,0.6120239871431057
142,-0.27834386263702776
143,0.05567316173496567
144,0.45307007710804986
145,0.0338602757925766
146,-0.27482987217821625
147,0.921005925512107
148,0.5175567020877103
149,0.4243991397134125
150,0.4212038985501361
151,0.7700753644302255
152,0.5487699510686036
153,0.5649028271400313
154,0.4885082121521008
155,0.2500599157132062
156,0.13611071248943396
157,0.6001838165946407
158,0.4766555544645885
159,0.4684998814865025
160,0.4210304838977099
161,0.4210304838977099
162,0.6047228320598462
163,0.6047228320598462
164,0.4012770685128948
165,0.46915183433166685
166,0.6755792452915207
167,0.5800925192564941
168,-0.0409408259332766
169,0.6948676863742318
170,0.5078689253723656
171,-0.17252093044248487
172,-0.17252093044248487
173,0.5267024445714619
174,0.4411505999172038
175,0.18475571262512291
176,0.23925402511753385
177,0.100587380392281
178,0.29157739280759065
179,-0.10446249186994469
180,0.6565724620308482
181,0.6565724620308482
182,0.6910608183928837
183,0.6332039977721153
184,0.19083174040621081
185,0.1772381566834687
186,0.3223191796782594
187,0.5837393120913229
188,0.5837393120913229
189,0.31831289063196216
190,-0.12415249744723
191,-0.12733214400792192
192,0.008681924329979026
193,0.3296861698245527
194,0.06270147933236968
195,0.545390704846068
196,-0.23546155872539712
197,0.69422550166885
198,-0.0071471204442889805
199,0.5024266824151653
200,0.6681713955940463
201,0.1644430507183235
202,0.5564277067514085
203,0.6082208691120472
204,0.31590869657207993
205,0.31590869657207993
206,-0.0003144906491618672
207,0.7524979686161767
208,0.1669482860740737
209,-0.1686180063368304
210,0.19872161255064383
211,-0.04115051444205392
212,0.010921097132562747
213,0.23154084690872795
214,0.13476113544885437
215,0.5777273061505086
216,0.45056227313278674
217,0.2935529182630675
218,0.5713516338610065
219,0.13851576292306178
220,-0.11383528296342436
221,0.2816987282539313
222,0.020334748649393615
223,0.5218497376408902
224,0.020597190926803587
225,-0.04457657479135051
226,-0.23017834392056938
227,0.43965430539493644
228,-0.007017497447081335
229,0.2085061406035451
230,0.5735373669956926
231,0.04046738732643493
232,0.13212843933241247
233,0.010770423721321882
234,0.30466273409111916
235,0.6556367337295305
236,0.5942769764370857
237,0.3855636705981652
238,0.3270523833943671
239,0.11710127382017121
240,0.7203041350404883
241,0.7203041350404883
242,0.13368373070116463
243,0.0035501457554708935
244,0.16177413725567888
245,0.8323009882431852
246,0.8323009882431852
247,0.8323009882431852
248,0.10295498063898693
249,0.03179089467501371
250,0.6396818959590158
251,0.00600749091710448
252,0.4974223492222314
253,0.593708086442819
254,0.571007493082079
255,0.029062376918910348
256,-0.003284380087065497
257,0.17762989193991335
258,0.3937072209412279
259,0.23239721293401702
260,-0.11238624286137003
261,0.624719229960766
262,0.6572636097051173
263,-0.22847202188060356
264,-0.0010384053797392982
265,-0.08448888707223903
266,0.3729707207101087
267,0.16014841133681929
268,0.6608743422018964
269,0.5935053838390398
270,0.34766840736480453
271,0.8189102093005043
272,0.6459872414070009
273,0.6201319637300207
274,0.5087852102655296
275,0.023826681712016306
276,0.6160064816884238
277,0.6160064816884238
278,0.6160064816884238
279,0.09475655010182284
280,0.413831248235637
281,0.35674915240501237
282,-0.24406729771496993
